,progress,mae,mse,r2,cpu_time
7807,finished,1.790817007917267,5.15349814493936,0.7407446757985297,0.0585296154022216
7808,finished,4.607833831876941e-05,9.482926487705968e-09,0.9999999995229456,0.1145899295806884
7809,finished,4.299910997276259e-05,1.2485126012947542e-08,0.9999999993719147,0.1790881156921386
7810,finished,1.0413305159141215,1.950442390867965,0.90187974068113,0.1002764701843261
7811,finished,0.0004769896077902,8.662642254320958e-07,0.9999999564211326,0.1029000282287597
7812,finished,9.228321771392408e-05,1.307845460611605e-07,0.9999999934206651,0.153649091720581
7813,finished,2.823533080622927,15.827254423433407,0.2037835541290047,0.0315444469451904
7814,finished,0.0697429842081988,0.0102969738738473,0.9994819935459608,0.0569233894348144
7815,finished,2.2325671525765547e-05,3.436357603091443e-09,0.9999999998271284,0.2198712825775146
7816,finished,0.0074618091191168,0.0001026597023615,0.9999948355323568,0.1136329174041748
7817,finished,0.0002645188705476,7.998458586334773e-07,0.9999999597624192,0.1897692680358886
7818,finished,2.565027092406304e-05,4.4195724090836825e-09,0.999999999777666,0.1157381534576416
7819,finished,5.699477116310646e-05,2.05935688377604e-08,0.9999999989640062,0.1460554599761963
7820,finished,5.398372747171824e-05,3.4534015666967545e-08,0.9999999982627088,0.25811767578125
7821,finished,5.785355284246881e-05,2.8238245519580184e-08,0.999999998579428,0.1415920257568359
7822,finished,0.0004490814185735,1.1631720222671924e-06,0.9999999414846904,0.1182334423065185
7823,finished,0.4369979554295602,0.3474889228350422,0.982518989856534,0.1158604621887207
7824,finished,5.092752290760381e-05,3.1788098817028656e-08,0.9999999984008466,0.1948356628417968
7825,finished,5.275199215756072e-05,3.4271838637208664e-08,0.999999998275898,0.2192261219024658
7826,finished,4.360465125420323e-05,2.3703270734518736e-08,0.9999999988075674,0.1348037719726562
7827,finished,2.7269009894943808,11.90599337891152,0.4010491346695563,0.0708835124969482
7828,finished,0.3334675709612499,0.1786158162025147,0.9910144332966208,0.0692629814147949
7829,finished,3.6648068023217775,32.95386331603536,-0.6577990866416075,0.0486249923706054
7830,finished,2.269551675910413e-05,9.566280493606926e-09,0.9999999995187524,0.098644733428955
7831,finished,2.6664687490134897e-05,1.047239359855235e-08,0.9999999994731688,0.2618155479431152
7832,finished,8.686866592581455e-05,2.1849233575529282e-08,0.9999999989008378,0.1091437339782714
7833,finished,4.190241986848108e-05,3.504346908210515e-08,0.99999999823708,0.0707430839538574
7834,finished,2.2394856660079644e-05,9.503423093774725e-09,0.9999999995219144,0.2588608264923095
7835,finished,5.4430667307267006e-05,1.1991846159697873e-08,0.99999999939673,0.1505861282348632
7836,finished,2.2270924362152768e-05,8.836587260313195e-09,0.9999999995554608,0.2341663837432861
7837,finished,0.0017082681471319,5.411414320914889e-06,0.9999997277697722,0.0802710056304931
7838,finished,0.0007064192843278,2.683021427209875e-06,0.9999998650261296,0.1391353607177734
7839,finished,0.1826308437947204,0.0518850016006344,0.9973898384101728,0.0565471649169921
7840,finished,5.8994058252284986e-05,1.767340594686098e-07,0.9999999911090982,0.0872800350189209
7841,finished,0.0001178895761928,5.81886602993158e-08,0.9999999970727224,0.1214838027954101
7842,finished,2.596445717419409e-05,8.794312060083752e-09,0.9999999995575874,0.0906236171722412
7843,finished,1.2760150283125882,2.682878820385192,0.8650333038238814,0.292823314666748
7844,finished,3.209994842214124e-05,1.1579563235492886e-08,0.9999999994174708,0.0606367588043212
7845,finished,2.930020621609014e-05,8.572472043371871e-09,0.9999999995687476,0.3335816860198974
7846,finished,2.3293551344770656e-05,6.655628218357921e-09,0.9999999996651776,0.1184256076812744
7847,finished,4.686348356648396e-05,1.1105668786031842e-08,0.9999999994413108,0.1187732219696044
7848,finished,0.4521748176719598,0.2830232634848909,0.9857620424287168,0.1769137382507324
7849,finished,0.8861051434306956,1.0852399374272403,0.945405193928251,0.0815622806549072
7850,finished,0.0006088121663013,1.1876660029658026e-06,0.9999999402524796,0.0881745815277099
7851,finished,2.191771482807925e-05,3.173932932756952e-09,0.99999999984033,0.3019073009490967
7852,finished,3.376185069330829,19.710385183014186,0.0084361812032184,0.1555676460266113
7853,finished,1.2474236174415698,2.6130383416692924,0.8685467456536135,0.1970460414886474
7854,finished,1.289664307588855e-05,1.0927865283302722e-09,0.9999999999450256,0.1413211822509765
7855,finished,2.5080765330669776,9.91663038720638,0.5011273597632013,0.1084382534027099
7856,finished,1.7917797355459655e-05,2.803748887685253e-09,0.9999999998589528,0.2323312759399414
7857,finished,2.5968594588158785e-05,2.988993008466615e-09,0.9999999998496336,0.2994065284729004
7858,finished,0.0549833911455952,0.0046952065926708,0.9997637997971202,0.1161599159240722
7859,finished,1.1477889602798863,2.178257985744911,0.8904190970082548,0.1896820068359375
7860,finished,5.644353953148619e-05,7.868940490161994e-09,0.9999999996041398,0.2090053558349609
7861,finished,0.3137016137089247,0.1454678559435679,0.9926819967538796,0.1975319385528564
