,method,num_hf,num_lf,problem,seed
565,hk,12,105,Forrester_1a,3
566,hk,14,105,Forrester_1a,3
567,hk,16,105,Forrester_1a,3
568,hk,18,105,Forrester_1a,3
569,hk,20,105,Forrester_1a,3
570,hk,2,110,Forrester_1a,3
571,hk,4,110,Forrester_1a,3
572,hk,6,110,Forrester_1a,3
573,hk,8,110,Forrester_1a,3
574,hk,10,110,Forrester_1a,3
575,hk,12,110,Forrester_1a,3
576,hk,14,110,Forrester_1a,3
577,hk,16,110,Forrester_1a,3
578,hk,18,110,Forrester_1a,3
579,hk,20,110,Forrester_1a,3
580,hk,2,115,Forrester_1a,3
581,hk,4,115,Forrester_1a,3
582,hk,6,115,Forrester_1a,3
583,hk,8,115,Forrester_1a,3
584,hk,10,115,Forrester_1a,3
585,hk,12,115,Forrester_1a,3
586,hk,14,115,Forrester_1a,3
587,hk,16,115,Forrester_1a,3
588,hk,18,115,Forrester_1a,3
589,hk,20,115,Forrester_1a,3
590,hk,2,120,Forrester_1a,3
591,hk,4,120,Forrester_1a,3
592,hk,6,120,Forrester_1a,3
593,hk,8,120,Forrester_1a,3
594,hk,10,120,Forrester_1a,3
595,hk,12,120,Forrester_1a,3
596,hk,14,120,Forrester_1a,3
597,hk,16,120,Forrester_1a,3
598,hk,18,120,Forrester_1a,3
599,hk,20,120,Forrester_1a,3
600,hk,2,25,Forrester_1a,4
601,hk,4,25,Forrester_1a,4
602,hk,6,25,Forrester_1a,4
603,hk,8,25,Forrester_1a,4
604,hk,10,25,Forrester_1a,4
605,hk,12,25,Forrester_1a,4
606,hk,14,25,Forrester_1a,4
607,hk,16,25,Forrester_1a,4
608,hk,18,25,Forrester_1a,4
609,hk,20,25,Forrester_1a,4
610,hk,2,30,Forrester_1a,4
611,hk,4,30,Forrester_1a,4
612,hk,6,30,Forrester_1a,4
613,hk,8,30,Forrester_1a,4
614,hk,10,30,Forrester_1a,4
615,hk,12,30,Forrester_1a,4
616,hk,14,30,Forrester_1a,4
617,hk,16,30,Forrester_1a,4
618,hk,18,30,Forrester_1a,4
619,hk,20,30,Forrester_1a,4
620,hk,2,35,Forrester_1a,4
621,hk,4,35,Forrester_1a,4
622,hk,6,35,Forrester_1a,4
623,hk,8,35,Forrester_1a,4
624,hk,10,35,Forrester_1a,4
625,hk,12,35,Forrester_1a,4
626,hk,14,35,Forrester_1a,4
